itemid	wordnum	word	FullText	FullTextMarked	soft__label0
10	31	the	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use *the*	1.2981631755828857
10	32	service	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the *service*	7.641587257385254
10	33	at	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service *at*	5.565544128417969
10	34	no	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at *no*	5.159204959869385
10	35	charge.	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge.	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no *charge.*	11.329777717590332
10	36	Then,	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then,	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. *Then,*	8.745895385742188
10	37	they	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, *they*	3.9574778079986572
10	38	could	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they *could*	3.144794225692749
10	39	download	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could *download*	7.404942512512207
10	40	music	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download *music*	5.891554832458496
10	41	files	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music *files*	7.162060797214508
10	42	from	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files *from*	3.452185869216919
10	43	other	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from *other*	3.006274700164795
10	44	users	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other *users*	5.7322927713394165
10	45	all	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users *all*	6.9048542976379395
10	46	over	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all *over*	0.757144033908844
10	47	the	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over *the*	0.2124703973531723
10	48	world	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the *world*	2.4958114624023438
10	49	by	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world *by*	4.464723587036133
10	50	simply	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by *simply*	8.801477432250977
10	51	typing	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply *typing*	8.761976301670074
10	52	in	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing *in*	4.384395122528076
10	53	what	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in *what*	7.119892597198486
10	54	song	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what *song*	10.195501327514648
10	55	or	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song *or*	6.5805816650390625
10	56	album	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or *album*	4.940879821777344
10	57	they	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album *they*	1.3497390747070312
10	58	wanted.	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted.	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they *wanted.*	4.664242744445801
10	59	Obviously,	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously,	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. *Obviously,*	11.854218646883965
10	60	this	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, *this*	3.2238306999206543
10	61	was	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this *was*	1.9416364431381226
10	62	bad	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was *bad*	8.812517166137695
10	63	news	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad *news*	3.5187625885009766
10	64	for	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news *for*	0.7592767477035522
10	65	music	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for *music*	7.075624942779541
10	66	artists	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music *artists*	8.62110424041748
10	67	and	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists *and*	1.7465200424194336
10	68	record	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and *record*	5.736922264099121
10	69	labels	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record *labels*	5.319047629833221
10	70	because	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels *because*	4.3569231033325195
10	71	they	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because *they*	1.7931386232376099
10	72	were	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they *were*	1.5474742650985718
10	73	not	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were not	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were *not*	1.9971473217010498
10	74	making	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were not making	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were not *making*	6.134336471557617
10	75	any	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were not making any	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were not making *any*	2.400407075881958
10	76	profits	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were not making any profits	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were not making any *profits*	8.563286066055298
10	77	from	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were not making any profits from	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were not making any profits *from*	2.934074878692627
10	78	downloaded	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were not making any profits from downloaded	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were not making any profits from *downloaded*	12.836060047149658
10	79	music.	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were not making any profits from downloaded music.	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were not making any profits from downloaded *music.*	6.733788967132568
10	80	Eventually,	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were not making any profits from downloaded music. Eventually,	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were not making any profits from downloaded music. *Eventually,*	9.105132669210434
10	81	Napster	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were not making any profits from downloaded music. Eventually, Napster	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were not making any profits from downloaded music. Eventually, *Napster*	20.955491065979004
10	82	was	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were not making any profits from downloaded music. Eventually, Napster was	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were not making any profits from downloaded music. Eventually, Napster *was*	2.6502084732055664
10	83	shut	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were not making any profits from downloaded music. Eventually, Napster was shut	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were not making any profits from downloaded music. Eventually, Napster was *shut*	7.827138900756836
10	84	down.	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were not making any profits from downloaded music. Eventually, Napster was shut down.	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were not making any profits from downloaded music. Eventually, Napster was shut *down.*	2.7657957077026367
10	85	While	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were not making any profits from downloaded music. Eventually, Napster was shut down. While	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were not making any profits from downloaded music. Eventually, Napster was shut down. *While*	5.424921989440918
10	86	it	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were not making any profits from downloaded music. Eventually, Napster was shut down. While it	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were not making any profits from downloaded music. Eventually, Napster was shut down. While *it*	3.9458422660827637
10	87	later	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were not making any profits from downloaded music. Eventually, Napster was shut down. While it later	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were not making any profits from downloaded music. Eventually, Napster was shut down. While it *later*	7.025527477264404
10	88	reinvented	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were not making any profits from downloaded music. Eventually, Napster was shut down. While it later reinvented	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were not making any profits from downloaded music. Eventually, Napster was shut down. While it later *reinvented*	14.234236478805542
10	89	itself	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were not making any profits from downloaded music. Eventually, Napster was shut down. While it later reinvented itself	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song or album they wanted. Obviously, this was bad news for music artists and record labels because they were not making any profits from downloaded music. Eventually, Napster was shut down. While it later reinvented *itself*	7.110152244567871
